# Time, Number of newly formed star
# Cloud: number of gas particles: 10000, total mass: 50000 MSun, virial radius: 10 pc;
# Cluster: number of stars: 1000, total mass: 2000 MSun, virial radius: 3 pc;
# Initial position of cluster: [-200, -200, 0] parsec; Initial velocity of cluster: [10, 10, 0] kms.
0.000000,20
1.000000,20
2.000000,20
3.000000,20
4.000000,20
5.000000,20
6.000000,20
7.000000,20
8.000000,20
9.000000,20
10.000000,20
11.000000,20
12.000000,20
13.000000,20
14.000000,20
15.000000,20
16.000000,20
17.000000,20
18.000000,20
19.000000,20
20.000000,20
21.000000,20
22.000000,20
23.000000,20
24.000000,20
25.000000,20
26.000000,20
27.000000,20
28.000000,20
29.000000,20
30.000000,20
31.000000,20
32.000000,20
33.000000,20
34.000000,20
35.000000,20
36.000000,20
37.000000,20
38.000000,20
39.000000,20
40.000000,20
41.000000,20
42.000000,20
43.000000,20
44.000000,20
45.000000,20
46.000000,20
47.000000,20
48.000000,20
49.000000,20
50.000000,20
51.000000,20
52.000000,20
53.000000,20
